Name,Diameter,Lat,Lon,LonE
Hertzsprung K,27340,-0.67,-128.48,231.52
G. Bond G,27320,32.74,37.25,37.25
Deluc D,27310,-56.38,-2.45,357.55
Parkhurst D,27310,-32.76,105.24,105.24
Virtanen B,27300,17.83,177.9,177.9
Catharina C,27280,-20.38,24.31,24.31
Chamberlin H,27280,-59.63,99.98,99.98
Airy B,27260,-17.67,8.46,8.46
Romer U,27230,24.28,39.15,39.15
Boussingault K,27220,-68.83,50.1,50.1
Shternberg C,27220,20.85,-114.74,245.26
Barocius J,27160,-44.97,21.41,21.41
Macrobius S,27160,23.27,49.59,49.59
Dirichlet E,27140,11.54,-148.44,211.56
Drude,27130,-38.56,-91.89,268.11
Menelaus,27130,16.26,15.93,15.93
Wolf T,27100,-23.39,-18.9,341.1
Korolev X,27080,0.56,-159.44,200.56
Parsons E,27080,37.51,-167.69,192.31
Simpelius F,27080,-68.69,16.73,16.73
Berlage R,27060,-64.09,-167.52,192.48
Byrgius D,27060,-24.08,-67.28,292.72
Baco E,27050,-53.03,16.17,16.17
Parsons P,27050,35.57,-172.73,187.27
Deluc H,27040,-54.2,-2.13,357.87
Engel'gardt N,27010,4.12,-159.64,200.36
Zollner F,27000,-7.58,21.99,21.99
Ostwald Y,26980,13.49,121.21,121.21
Gregory K,26970,-0.46,128.67,128.67
Geminus Z,26950,30.72,46.64,46.64
Champollion A,26940,41.06,177.22,177.22
Viviani,26940,5.16,117.15,117.15
Janssen J,26910,-43.44,36.58,36.58
Atlas P,26900,49.66,53,53
Fizeau Q,26900,-59.62,-136.59,223.41
Gerard G,26900,45.52,-88.22,271.78
Debye Q,26880,47.43,-179.14,180.86
Onizuka,26880,-36.38,-149.79,210.21
Dante Y,26870,26.97,179.43,179.43
Kurchatov T,26870,38.04,138.05,138.05
Wiechert A,26870,-82.38,168.64,168.64
Chebyshev C,26860,-30.29,-127.51,232.49
Dreyer J,26850,9.02,98.52,98.52
Gagarin Z,26850,-15.31,149.6,149.6
Guillaume D,26840,46.38,-170.36,189.64
Firsov T,26830,4,109.19,109.19
Ritz B,26820,-13.83,93.04,93.04
Koval'skiy B,26810,-20.91,101.77,101.77
Furnerius J,26800,-34.84,63.88,63.88
Nother V,26790,68.57,-123.17,236.83
Catalan,26770,-45.7,-87.37,272.63
Gamow Y,26770,67.7,143.29,143.29
Rost M,26770,-55.5,-31.52,328.48
Slipher S,26770,48.98,158.71,158.71
Arminski,26760,-16.36,154.22,154.22
Bernoulli E,26750,35.32,62.86,62.86
Schorr B,26750,-16.61,88.42,88.42
Crommelin X,26740,-65.97,-150.71,209.29
Ball G,26730,-37.72,-10.22,349.78
Helmert,26720,-7.56,87.67,87.67
Koch U,26720,-41.7,147.7,147.7
Mineur V,26720,25.8,-163.39,196.61
Romer V,26710,24.43,38.64,38.64
Behaim S,26680,-16.33,81.44,81.44
Cysatus C,26670,-63.89,0.47,0.47
Bingham H,26650,7.46,116.22,116.22
Lemaitre C,26640,-59.53,-145.75,214.25
Mutus R,26640,-60.88,23.99,23.99
Bailly D,26620,-65.25,-72.38,287.62
Lovell F,26620,-36.49,-138.61,221.39
Heaviside C,26600,-5.69,171.12,171.12
Rocca F,26560,-13.63,-66.72,293.28
Perel'man E,26550,-23.87,107.35,107.35
Chauvenet E,26540,-11.33,140.82,140.82
Hommel D,26530,-55.93,32.55,32.55
Kramers S,26530,52.55,-132.62,227.38
Webb J,26530,-0.62,63.99,63.99
Bolyai K,26520,-36.66,127.23,127.23
Deluc G,26520,-61.55,0.66,0.66
Fracastorius D,26520,-21.82,30.87,30.87
Pikel'ner G,26520,-49.57,129.1,129.1
Poincare Q,26520,-59.53,159.76,159.76
Sacrobosco D,26520,-21.67,17.8,17.8
Montanari D,26510,-45.95,-22.21,337.79
Mills K,26490,6.87,156.75,156.75
Nusl E,26480,32.81,168.97,168.97
Paschen U,26470,-13.34,-143.64,216.36
Andel M,26460,-9.75,11.12,11.12
Gagarin T,26420,-19.33,144.75,144.75
Bolyai Q,26410,-36.29,123.04,123.04
Wilsing U,26400,-20.26,-158.68,201.32
Stormer Y,26380,60.17,144.26,144.26
Alden E,26370,-23.42,112.81,112.81
Kepinski W,26360,29.89,124.86,124.86
Tikhomirov T,26350,25.39,158.72,158.72
Becvar X,26330,-1,124.47,124.47
Kinau D,26330,-60.71,18.55,18.55
Zernike Z,26330,21.22,168.21,168.21
Lyot M,26320,-53.45,86.68,86.68
Jansen R,26300,15.17,28.79,28.79
Popov W,26300,19.07,98.06,98.06
Vogel,26300,-15.11,5.83,5.83
Numerov G,26280,-71.3,-153.1,206.9
Jeans G,26270,-55.82,93.52,93.52
Riemann B,26260,41.41,85.56,85.56
Backlund P,26190,-19.01,102.31,102.31
Kirchhoff E,26180,30.61,40.34,40.34
Reinhold B,26160,4.28,-21.67,338.33
Becvar T,26140,-2.12,122.1,122.1
Seares B,26140,75.18,151.34,151.34
Biela A,26130,-52.94,53.39,53.39
Longomontanus D,26130,-54.38,-22.92,337.08
Rayleigh C,26130,31.44,85.77,85.77
Dembowski,26110,2.88,7.27,7.27
Abbe K,26100,-59.82,176.86,176.86
Blackett N,26100,-40.09,-116.21,243.79
Balboa C,26090,19.59,-79.17,280.83
Rumford C,26090,-27.47,-167.92,192.08
Hayford K,26080,9.63,-174.22,185.78
Legendre E,26080,-33.86,78.57,78.57
Planck K,26060,-64.52,146.09,146.09
Jacobi A,26040,-58.66,16.03,16.03
Paraskevopoulos E,26040,50.28,-149.73,210.27
Paraskevopoulos X,26030,53.29,-152.32,207.68
Tycho D,25970,-45.58,-14.07,345.93
McClure C,25940,-14.73,49.86,49.86
Hess W,25930,-52.79,171.04,171.04
Racah B,25930,-10.52,-178.41,181.59
Harkhebi K,25920,35.81,100.76,100.76
Rheita M,25920,-35.35,50.05,50.05
Beijerinck S,25910,-14,147.3,147.3
Gavrilov A,25890,19.88,132.21,132.21
Mineur X,25890,26.8,-162.86,197.14
Paracelsus G,25890,-24.43,165.98,165.98
Cannon E,25870,19.27,78.99,78.99
Ingalls Z,25850,30.09,-153.47,206.53
Atlas D,25820,50.4,49.65,49.65
Dyson X,25810,62.26,-123.03,236.97
Lubbock N,25800,-1.57,39.73,39.73
Lundmark C,25800,-35.73,155.8,155.8
Stein C,25790,8.76,-178.82,181.18
Eotvos E,25780,-34.59,138.63,138.63
Clausius F,25770,-36.55,-38.13,321.87
Oresme Q,25770,-44.34,167.31,167.31
Lindblad S,25760,69.45,-105.72,254.28
Schneller L,25760,39.16,-162.72,197.28
Von Karman R,25750,-46.03,170.78,170.78
Wolf,25740,-22.79,-16.63,343.37
Pasteur A,25730,-7.25,106.07,106.07
Ehrlich W,25710,42.25,-173.86,186.14
Ingalls U,25710,26.98,-156.39,203.61
Wallace,25710,20.26,-8.75,351.25
Birkhoff R,25700,57.28,-153.41,206.59
Stefan L,25700,44.38,-108.11,251.89
Paracelsus Y,25690,-21.42,162.96,162.96
Baily,25680,49.78,30.56,30.56
Ventris A,25680,-4.18,158.13,158.13
Vertregt K,25680,-20.03,172.04,172.04
Bettinus A,25670,-64.88,-49.03,310.97
Nijland A,25670,36.23,134.69,134.69
Noggerath H,25670,-49.57,-48.07,311.93
Avicenna E,25640,40.19,-91.25,268.75
Nicolai C,25640,-44.12,28.9,28.9
Lundmark F,25610,-39.1,157.38,157.38
Anuchin B,25590,-46.44,103.57,103.57
Vavilov K,25590,-5.25,-136.48,223.52
Hogg T,25580,33.62,119.07,119.07
Sporer,25570,-4.3,-1.77,358.23
Gerasimovich D,25560,-22.42,-122.03,237.97
Poisson U,25540,-31.72,10.3,10.3
Romer N,25540,25.31,37.97,37.97
Macrobius W,25530,24.72,44.62,44.62
Kondratyuk Q,25520,-15.99,115.15,115.15
Lame G,25520,-15.43,65.48,65.48
Berzelius B,25510,32.31,43.1,43.1
Pomortsev,25510,0.74,66.91,66.91
Gemma Frisius H,25500,-32.38,12.17,12.17
Xenophon,25500,-22.79,122.05,122.05
Sirsalis H,25490,-14.02,-62.5,297.5
Bullialdus A,25480,-22.21,-21.57,338.43
Franz,25480,16.57,40.24,40.24
Paschen H,25470,-15.95,-135.8,224.2
Schwabe,25470,65.1,45.48,45.48
Wilson C,25470,-71.96,-45.38,314.62
Adams P,25430,-35.15,70.91,70.91
Birkhoff Y,25420,59.5,-146.98,213.02
Denning V,25400,-15.38,140.01,140.01
Gay-Lussac,25400,13.88,-20.79,339.21
Reichenbach C,25370,-29.4,43.91,43.91
Becquerel W,25360,42.05,127.07,127.07
Finsen C,25350,-40.73,-175.79,184.21
Grimaldi Q,25350,-4.75,-64.87,295.13
Piccolomini C,25340,-27.68,31.13,31.13
Sarton Y,25340,51.26,-121.75,238.25
Birkhoff M,25330,54.5,-145.06,214.94
Airy G,25320,-18.7,6.96,6.96
Hanno K,25320,-53.62,76.74,76.74
Daedalus K,25300,-8.22,-178.59,181.41
Rowland K,25300,51.02,-157.23,202.77
Mandel'shtam N,25280,3.25,161.56,161.56
d'Arrest M,25270,1.95,13.5,13.5
Eijkman D,25250,-62.07,-136.94,223.06
Snellius B,25250,-30.16,53.21,53.21
Langrenus H,25240,-8.03,64.29,64.29
Marinus A,25240,-39.92,73.27,73.27
Adams M,25230,-34.73,69.33,69.33
Parry M,25220,-8.91,-14.53,345.47
Lavoisier N,25210,41.9,-82.34,277.66
Marci C,25210,23.63,-166.04,193.96
Planck J,25210,-62.45,145.09,145.09
Hess M,25180,-56.2,173.42,173.42
van den Bos,25180,-5.26,145.95,145.95
Bettinus B,25170,-63.54,-51.31,308.69
Hertzsprung Y,25160,8.77,-131.99,228.01
Buffon H,25150,-42.21,-128.79,231.21
Le Monnier U,25140,26.11,33.41,33.41
Stevinus R,25140,-31.69,50.87,50.87
Abbe H,25130,-58.44,177.58,177.58
Briggs A,25130,27.12,-73.78,286.22
Chacornac D,25130,30.73,33.63,33.63
Geminus N,25130,31.41,47.73,47.73
Slater,25120,-88.08,111.29,111.29
Gauss D,25110,39.37,73.89,73.89
Ramsden,25110,-32.96,-31.87,328.13
Carpenter U,25080,70.61,-57.08,302.92
Chalonge,25080,-20.44,-116.35,243.65
Foucault,25080,50.46,-39.86,320.14
Maclaurin E,25080,-3.5,65.61,65.61
Julius Caesar F,25060,11.64,12.96,12.96
Vasco da Gama B,25060,15.72,-83.12,276.88
Fracastorius B,25040,-22.59,37.25,37.25
Leucippus F,25040,29.23,-113.9,246.1
Appleton M,25030,33.72,158.26,158.26
Maurolycus F,25030,-40.66,12.22,12.22
Michelson G,25030,5.5,-119.41,240.59
Evdokimov N,25010,31.53,-153.75,206.25
Riedel G,25010,-49.02,-133.74,226.26
Vega D,25010,-44.89,64.47,64.47
Fraunhofer D,24990,-43.16,68.78,68.78
Poisson T,24990,-31.08,9.2,9.2
De Roy N,24980,-59.59,-102.89,257.11
Horrebow,24980,58.8,-40.93,319.07
Kohlschutter N,24980,11.39,153.51,153.51
Briggs B,24960,28.15,-70.91,289.09
Lubbock S,24960,0.63,41.31,41.31
Hilbert Y,24950,-15.85,107.78,107.78
Jacobi E,24950,-58.56,11.72,11.72
Neander E,24950,-29.91,40.7,40.7
Puiseux,24950,-27.82,-39.19,320.81
Stark V,24950,-25.07,133.28,133.28
Tannerus E,24950,-56.2,19.64,19.64
W. Bond E,24950,63.8,8.96,8.96
Amici P,24930,-12.35,-174.13,185.87
Champollion Y,24930,40.67,174.64,174.64
Mutus S,24920,-60.63,22.02,22.02
Strabo N,24910,64.77,57.53,57.53
Cruger A,24890,-16.01,-62.85,297.15
Dreyer D,24880,10.71,99.83,99.83
Messala A,24880,36.57,53.82,53.82
Swasey,24850,-5.46,89.67,89.67
Zupus S,24840,-16.96,-51.34,308.66
Mercurius E,24830,49.76,73.43,73.43
Shapley,24820,9.35,56.83,56.83
Tikhomirov X,24820,27.16,160.55,160.55
Beijerinck R,24810,-14.5,149.35,149.35
Poisson Q,24810,-32.66,10.13,10.13
Watt C,24810,-50.11,51.48,51.48
Strabo L,24800,64.21,53.48,53.48
Hogg K,24790,30.94,123.58,123.58
Russell S,24760,29.34,-77.1,282.9
Bouvard B,24740,-41.7,-79.85,280.15
Fleming D,24710,16.79,114.05,114.05
Santbech A,24690,-24.27,42.29,42.29
Schrodinger B,24690,-68.06,141.41,141.41
Gambart,24680,0.92,-15.24,344.76
Stoletov Y,24680,46.13,-155.66,204.34
Parsons M,24670,33.83,-171.64,188.36
Gassendi B,24660,-14.66,-40.64,319.36
Horrebow A,24660,59.22,-40.52,319.48
Bayer J,24640,-52.26,-33.62,326.38
Dante P,24630,23.63,179.29,179.29
Oken F,24630,-44.49,71.38,71.38
Chaffee W,24620,-38.48,-156.12,203.88
Lavoisier S,24620,39.05,-83.08,276.92
Birkeland M,24610,-32.29,174.3,174.3
Pallas E,24600,4.03,-1.47,358.53
Zeeman E,24600,-74.01,-124.32,235.68
Theaetetus,24590,37.01,6.06,6.06
Hayn B,24580,65.16,63.86,63.86
Schonfeld,24570,44.76,-98,262
Cyrano D,24560,-19.42,162.5,162.5
Apollonius A,24550,4.82,56.85,56.85
Gill F,24550,-63.95,65.65,65.65
Lavoisier B,24550,39.76,-79.75,280.25
Minnaert W,24550,-63.59,173.2,173.2
Moore L,24550,36.06,-177.01,182.99
Gamow B,24540,66.29,148.86,148.86
Tisserand A,24530,20.36,49.48,49.48
Feoktistov X,24520,33.01,139.49,139.49
Lodygin J,24520,-18.6,-145.5,214.5
Rocca H,24520,-12.92,-65.53,294.47
Avicenna G,24510,39.19,-92.05,267.95
Chauvenet G,24510,-12.64,141.13,141.13
White W,24500,-42.4,-163.62,196.38
Ross,24490,11.67,21.74,21.74
Byrd D,24470,85.52,33.41,33.41
Marci,24470,22.23,-167.57,192.43
Tsu Chung-Chi W,24460,18.55,143.8,143.8
Ehrlich J,24450,40.13,-170.64,189.36
Teisserenc P,24450,29.79,-137.57,222.43
Chebyshev N,24430,-37.75,-134.67,225.33
Pitiscus R,24420,-48.75,28.28,28.28
Comstock P,24400,19.94,-123.33,236.67
Kastner A,24400,-4.5,77.27,77.27
Lick A,24400,11.48,52.84,52.84
Scheiner E,24400,-63.22,-29.33,330.67
Buisson V,24390,-0.77,111.35,111.35
Kostinskiy W,24390,17.06,115.69,115.69
Kirchhoff,24380,30.3,38.84,38.84
Zollner D,24360,-8.39,17.66,17.66
Boyle A,24350,-50.99,178.14,178.14
Korolev D,24350,-0.48,-151.75,208.25
Mees J,24350,12.29,-94.86,265.14
Helmholtz M,24310,-65.33,51.37,51.37
Petzval D,24310,-60.07,-105.77,254.23
Morse N,24300,20.12,-176.12,183.88
Janssen X,24290,-42.93,33.27,33.27
Henyey V,24270,14.13,-154.4,205.6
Moigno B,24270,64.64,26.11,26.11
Wilson E,24260,-72.54,-55.35,304.65
Inghirami K,24250,-49.54,-74.05,285.95
Janssen E,24250,-48.82,39.77,39.77
Zucchius B,24250,-61.84,-54.37,305.63
McClure D,24240,-14.8,51.74,51.74
Sirsalis G,24240,-13.85,-61.71,298.29
Amundsen C,24220,-80.76,85.21,85.21
Jansen,24210,13.55,28.64,28.64
Schaeberle U,24210,-25.86,114.11,114.11
Clausius,24200,-36.9,-43.93,316.07
Manzinus C,24200,-69.99,21.68,21.68
Rocca N,24200,-11.66,-70.33,289.67
Schiaparelli,24200,23.38,-58.82,301.18
Douglass X,24190,38.05,-124.09,235.91
Lipskiy S,24190,-2.16,-179.9,180.1
Zach E,24190,-59.54,6.21,6.21
Dante G,24180,24.77,-178.59,181.41
Schumacher B,24170,42.18,59.35,59.35
Fitzgerald B,24150,29.02,-170.74,189.26
Ingalls V,24150,27.15,-155.37,204.63
Richardson E,24140,32.01,103.61,103.61
Tereshkova U,24140,28.58,142.39,142.39
Hale Q,24120,-76.47,83.93,83.93
Hertzsprung X,24120,3.68,-130.08,229.92
Mutus Y,24100,-64.87,34.96,34.96
Burnham,24090,-13.92,7.25,7.25
Epimenides S,24090,-41.71,-29.44,330.56
Robinson,24090,59.06,-46.03,313.97
Mitra Y,24080,21.37,-155.27,204.73
Ritchey,24070,-11.13,8.48,8.48
Szilard M,24060,31.25,106.71,106.71
Titov E,24060,29.15,153.79,153.79
Shatalov,24050,24.26,140.48,140.48
Zucchius G,24050,-60.48,-57.4,302.6
Buys-Ballot H,24030,19.53,179.61,179.61
Kocher,24030,-84.47,-134.02,225.98
Nernst T,24030,35.88,-96.99,263.01
Pitiscus W,24030,-50.41,27.7,27.7
Lawrence,24020,7.35,43.3,43.3
Lockyer G,24020,-45.68,33.32,33.32
Hainzel N,24000,-42.6,-40.19,319.81
Bailly U,23970,-71.24,-76.03,283.97
Fox,23970,0.47,98.14,98.14
Hedin N,23970,4.97,-71.88,288.12
Apianus S,23960,-25.81,8.47,8.47
Bernoulli B,23960,36.84,65.51,65.51
McClure,23960,-15.32,50.24,50.24
Zeeman X,23960,-71.36,-138.25,221.75
Cyrano A,23920,-18.01,158.45,158.45
Romer X,23920,24.29,40.12,40.12
Clausius B,23910,-36.06,-40.24,319.76
Nonius B,23910,-35.9,2.03,2.03
Hesiodus X,23900,-27.4,-16.28,343.72
Wyld J,23890,-3.81,99.34,99.34
Moigno D,23880,65.19,27.59,27.59
Zhukovskiy Q,23870,6.23,-168.93,191.07
Wurzelbauer B,23860,-34.91,-14.54,345.46
Zeno V,23840,43.17,69.36,69.36
Moore F,23810,37.29,-174.97,185.03
Anders D,23800,-40.26,-140.86,219.14
Paracelsus C,23800,-21.54,165.3,165.3
Paraskevopoulos N,23800,46.93,-151.14,208.86
Fraunhofer V,23790,-39,58.02,58.02
Lubbock R,23790,-0.17,40.45,40.45
Parrot J,23790,-17.03,1.78,1.78
Olbers K,23770,6.81,-78.28,281.72
Wilsing R,23750,-22.11,-157.36,202.64
Chebyshev V,23740,-33.53,-133.99,226.01
Helicon,23740,40.43,-23.11,336.89
Heinsius B,23710,-40.01,-18.73,341.27
Kondratyuk A,23710,-14.54,115.99,115.99
Alphonsus D,23700,-15.05,-0.85,359.15
Zsigmondy Z,23700,61.88,-105.51,254.49
Nearch L,23690,-58.57,35.6,35.6
Saenger D,23680,5.02,103.43,103.43
Schomberger D,23680,-73.38,24.22,24.22
Sheepshanks,23670,59.24,17.04,17.04
Lalande R,23620,-4.71,-7.02,352.98
Racah U,23620,-13.16,177.1,177.1
Hyginus S,23610,6.41,8.01,8.01
Almanon B,23600,-18.33,15.26,15.26
Vesalius J,23590,-4.96,119.31,119.31
Barocius E,23580,-47.24,22.15,22.15
Langrenus X,23580,-12.35,64.71,64.71
Perel'man S,23570,-24.28,104.46,104.46
Littrow A,23560,22.3,32.19,32.19
Bok C,23540,-19.07,-170.25,189.75
Lalande,23540,-4.46,-8.65,351.35
Purbach E,23540,-21.68,-0.73,359.27
Cavendish E,23530,-25.43,-54.27,305.73
Stetson P,23530,-41.89,-120.15,239.85
Michelson V,23520,7.84,-125.1,234.9
Lick N,23510,9.67,47.9,47.9
Riccius A,23510,-35.89,27.21,27.21
Vetchinkin Q,23510,9.14,130.87,130.87
Garavito C,23500,-44.8,159.14,159.14
Darwin A,23480,-21.77,-73.14,286.86
Pentland N,23480,-63.65,17.19,17.19
Perepelkin P,23480,-12.41,127.29,127.29
Pitatus Z,23470,-28.38,-10.48,349.52
Pitiscus B,23470,-47.79,30.4,30.4
Pitiscus S,23460,-47.78,27.63,27.63
Cusanus C,23450,70.49,61.31,61.31
Pontanus G,23440,-30.64,15.24,15.24
Maginus N,23430,-48.49,-9.08,350.92
Neander F,23430,-32.15,37.78,37.78
Rocca B,23430,-12.58,-67.46,292.54
Gartner G,23420,59.65,39.84,39.84
Petropavlovskiy M,23420,34.24,-115.19,244.81
Dale,23410,-9.56,82.93,82.93
Lauritsen H,23400,-28.49,97.69,97.69
Muller,23400,-7.64,2.04,2.04
Clavius L,23390,-58.77,-21.34,338.66
Donner S,23390,-32.02,93.55,93.55
Winlock W,23390,36.94,-107.85,252.15
Larmor K,23380,29.82,-178.96,181.04
Marinus G,23380,-40.44,76.59,76.59
Brouwer C,23370,-33.56,-122.32,237.68
Pauli E,23370,-43.9,142.06,142.06
Planck L,23370,-66.45,141.66,141.66
Pontanus Y,23370,-28.74,17.25,17.25
Riedel Q,23360,-49.96,-142.21,217.79
Van Maanen K,23360,32.89,129.14,129.14
Pasteur Q,23350,-13.72,101.82,101.82
Poisson C,23350,-33.11,8.66,8.66
Richardson W,23350,33.59,98.34,98.34
Rocca D,23350,-11.02,-68.09,291.91
Tycho Z,23350,-43.23,-16.35,343.65
Campbell X,23340,47.73,149.61,149.61
Mezentsev S,23330,71.14,-137.77,222.23
Zeeman U,23330,-73.61,-149.75,210.25
Millikan B,23320,49.76,123.38,123.38
Hecataeus L,23310,-19.07,78.95,78.95
Lents C,23290,3.28,-101.77,258.23
Ludwig,23290,-7.72,97.45,97.45
Lade B,23270,0.02,9.8,9.8
Lucretius U,23270,-7.8,-124.18,235.82
Sacrobosco X,23270,-26.63,16.27,16.27
Newcomb B,23260,28.37,45.53,45.53
Strabo B,23260,64.57,55.48,55.48
Eotvos F,23240,-35.97,136.74,136.74
Hirayama C,23230,-4.18,95.41,95.41
Alpetragius M,23210,-16.45,-3.27,356.73
Blancanus D,23200,-63.22,-16.65,343.35
Tikhomirov K,23200,21.31,163.95,163.95
Brown E,23190,-46.86,-17.63,342.37
Hyginus Z,23180,8.04,9.44,9.44
Demonax B,23170,-81.47,72.05,72.05
Koval'skiy P,23170,-22.43,100.57,100.57
Poczobutt J,23170,56.3,-96.9,263.1
Purkyne V,23170,-0.84,92.71,92.71
Becquerel F,23160,40.84,132.85,132.85
Romer F,23160,27.19,37.25,37.25
Firsov Q,23150,1.99,110.49,110.49
Hagecius C,23150,-60.78,47.43,47.43
Noggerath G,23150,-50.27,-45.94,314.06
Boussingault C,23130,-65.15,48.06,48.06
Fleming N,23130,12.71,108.88,108.88
Piccolomini M,23130,-27.88,31.84,31.84
Soddy Q,23120,-0.84,120.5,120.5
Flamsteed T,23100,-3.14,-51.72,308.28
Le Monnier V,23100,26.03,34.25,34.25
Vetchinkin K,23100,9.05,132.53,132.53
Vitello A,23100,-34.11,-41.97,318.03
Bayer B,23090,-48.82,-28.2,331.8
Hirayama L,23090,-9.37,94.36,94.36
Neumayer P,23080,-70.59,83.49,83.49
Koch R,23070,-44.16,146.46,146.46
Glaisher B,23050,12.48,50.15,50.15
Karpinskiy J,23050,71.01,175.77,175.77
Van de Graaff J,23050,-28.28,174.09,174.09
Hogg P,23040,32.37,121.55,121.55
Byrgius B,23030,-23.88,-60.96,299.04
Banachiewicz B,23020,5.29,78.97,78.97
Helmholtz J,23020,-64.88,68.24,68.24
Jansky D,23020,9.56,91.25,91.25
Wilsing X,23020,-17,-157.28,202.72
Bell Y,23000,25.41,-96.84,263.16
Galois C,22990,-11.97,-150.5,209.5
Scoresby P,22980,75.89,12.78,12.78
Backlund R,22970,-16.9,101.87,101.87
Harriot X,22970,35.17,112.99,112.99
Taylor AB,22970,-3.2,14.61,14.61
Larmor Q,22960,28.67,176.32,176.32
Alphonsus B,22940,-13.26,-0.2,359.8
Behaim B,22940,-16.1,76.52,76.52
De Sitter F,22930,80.03,49.8,49.8
Dobrovol'skiy R,22930,-13.97,127.72,127.72
Newcomb J,22930,28.72,44.22,44.22
van Albada,22920,9.36,64.35,64.35
Janssen R,22900,-48.28,38.7,38.7
Koval'skiy U,22900,-21.17,98.48,98.48
St. John Y,22890,13.54,148.99,148.99
Van der Waals C,22890,-41.05,124.34,124.34
Konig,22860,-24.23,-24.68,335.32
Stofler H,22860,-40.37,1.62,1.62
Bell Q,22850,20.74,-97.26,262.74
Bliss,22850,53.04,-13.78,346.22
Byrgius N,22850,-22.39,-63.16,296.84
Winkler,22850,42.23,-178.81,181.19
Fraunhofer U,22840,-40.27,65.17,65.17
Oresme K,22840,-44.1,170.24,170.24
Lagrange C,22820,-29.88,-65.09,294.91
Neujmin T,22790,-27.07,121.99,121.99
Boss C,22780,52.26,76.67,76.67
Rowland R,22760,53.48,-169.45,190.55
Kirchhoff C,22750,30.31,39.79,39.79
Poncelet D,22750,77.77,-70.83,289.17
Schjellerup H,22720,67.96,168.22,168.22
Vavilov P,22710,-3.67,-140.67,219.33
Lippmann E,22700,-55.31,-107.44,252.56
Lorentz U,22700,35.44,-99.9,260.1
Rocca G,22700,-13.32,-65.02,294.98
La Caille P,22690,-22.41,0.02,0.02
Eimmart C,22680,22.41,61.26,61.26
Kovalevskaya D,22670,32.38,-124.73,235.27
Vertregt P,22670,-23.41,169.18,169.18
Appleton Q,22660,34.18,155.31,155.31
Mills B,22640,10.46,156.68,156.68
Lobachevskiy P,22630,7.49,111.65,111.65
Taruntius X,22630,7.86,52.94,52.94
Endymion D,22610,52.29,62.15,62.15
Jacobi D,22590,-60.91,10.55,10.55
Tacitus D,22590,-13.52,20.92,20.92
Danjon J,22570,-12.81,125.5,125.5
Harding,22570,43.54,-71.66,288.34
Pingre C,22570,-58.36,-68.46,291.54
Epimenides,22560,-40.92,-30.33,329.67
Bettinus C,22550,-63.33,-38.09,321.91
Crookes X,22540,-7.13,-166.68,193.32
Denning L,22530,-18.69,143.42,143.42
Lilius K,22530,-53.63,2.15,2.15
Bergman,22510,6.97,137.49,137.49
Crozier,22510,-13.56,50.72,50.72
Lade S,22510,-1.34,8.21,8.21
Pannekoek T,22510,-4.27,138.48,138.48
Romer B,22510,28.5,38.11,38.11
Nobel B,22500,17.31,-99.64,260.36
Pasteur V,22490,-9.18,101.17,101.17
Ball D,22450,-35.62,-10.42,349.58
Krasovskiy N,22450,0.99,-176.18,183.82
Loewy,22450,-22.69,-32.85,327.15
Moissan,22450,4.77,137.45,137.45
Krasovskiy C,22440,6.13,-173.62,186.38
Lodygin L,22440,-22.66,-145.72,214.28
Simpelius K,22430,-74.71,15.35,15.35
Heinsius C,22420,-40.64,-17.95,342.05
Hertzsprung P,22420,-0.14,-130.24,229.76
Hippalus D,22420,-23.67,-32.1,327.9
Maskelyne,22420,2.16,30.04,30.04
Sirsalis C,22420,-10.35,-64,296
Cantor T,22410,38.07,113.58,113.58
Fraunhofer M,22410,-40.89,65.41,65.41
Graff A,22410,-41.2,-86.32,273.68
Hanno C,22410,-55.86,68.54,68.54
Xenophanes L,22410,54.81,-78.54,281.46
Boguslawsky D,22400,-72.86,47.41,47.41
Al-Khwarizmi K,22360,4.5,108.15,108.15
Isaev N,22360,-18.68,147.25,147.25
Vitruvius H,22360,16.36,33.8,33.8
Schubert J,22340,-0.01,78.94,78.94
Daedalus B,22320,-4.13,-179.87,180.13
Inghirami F,22320,-49.84,-71.59,288.41
Simpelius G,22320,-71.78,22.76,22.76
Crommelin W,22300,-65.62,-153.67,206.33
Hume,22300,-4.68,90.47,90.47
Rayleigh D,22300,29.03,89.79,89.79
Pentland L,22290,-65.85,17.77,17.77
Furnerius E,22270,-34.78,57.24,57.24
Planck X,22270,-53.94,129.31,129.31
Chapman V,22260,50.91,-104.29,255.71
Hutton W,22260,38.92,166.71,166.71
Champollion K,22250,36.35,176.31,176.31
Theophilus E,22250,-6.87,23.98,23.98
Campbell N,22240,43.2,152.16,152.16
Bouguer,22230,52.32,-35.82,324.18
Nicolai K,22230,-42.89,28.09,28.09
Atlas A,22220,45.34,49.56,49.56
Obruchev X,22220,-34.74,159.81,159.81
Scoresby K,22200,76.35,2.95,2.95
Abenezra A,22190,-22.79,10.44,10.44
Maclaurin W,22190,0.59,68.22,68.22
Cyrano B,22180,-18.15,159.44,159.44
Purkyne K,22180,-2.66,95.33,95.33
Grimaldi B,22160,-2.94,-69.32,290.68
Lubbock M,22160,-0.41,38.69,38.69
Resnik,22160,-34.15,-150.84,209.16
Berosus F,22150,34,66.53,66.53
Goclenius U,22140,-9.33,50.15,50.15
