Name,Diameter,Lat,Lon,LonE
Pontecoulant D,13700,-60.22,71.6,71.6
Zagut P,13700,-32.47,17.4,17.4
Cyrillus A,13690,-13.77,23.12,23.12
Heis,13690,32.47,-31.98,328.02
Plana C,13690,42.8,27.14,27.14
Hipparchus G,13680,-5.03,7.4,7.4
Riccius M,13680,-37.9,26.5,26.5
Beijerinck D,13670,-12.67,153.2,153.2
Kopff C,13670,-18.33,-86.22,273.78
Schickard K,13670,-43.86,-63.9,296.1
McMath Q,13660,14.62,-168.44,191.56
Bowditch M,13650,-26.67,103.33,103.33
Cardanus C,13650,11.18,-76.3,283.7
Pascal G,13650,73.01,-66.24,293.76
Byrgius W,13640,-26.12,-68.64,291.36
Meitner H,13640,-12.02,116.09,116.09
Tycho B,13640,-43.99,-13.92,346.08
Damoiseau E,13630,-5.22,-58.42,301.58
Lauritsen G,13630,-27.9,97.54,97.54
Wilhelm E,13630,-44.19,-18.01,341.99
Aliacensis A,13610,-29.71,7.39,7.39
Gibbs D,13610,-13.11,85.89,85.89
McMath M,13610,15.69,-165.86,194.14
Bunsen D,13600,40.85,-86.71,273.29
Hagecius J,13600,-62.69,57.75,57.75
Mersenius C,13600,-19.76,-45.99,314.01
Proclus U,13600,15.13,47.99,47.99
Galois F,13590,-13.46,-146.42,213.58
Minkowski S,13590,-56.2,-146.08,213.92
Capella F,13580,-9.22,35.42,35.42
Pingre E,13580,-56.31,-78.79,281.21
Ventris R,13580,-6.04,155.11,155.11
Lohrmann B,13570,-0.75,-69.54,290.46
Barocius K,13560,-45.22,19.63,19.63
Boole R,13560,64.39,-78.25,281.75
Wilkins A,13560,-29.17,18.87,18.87
Clairaut R,13550,-47.99,15.84,15.84
De Vries R,13550,-20.54,-178.41,181.59
Gill A,13550,-63.43,73.25,73.25
Mutus A,13540,-63.95,31.98,31.98
Helmholtz N,13530,-64.95,50.2,50.2
Isidorus E,13530,-5.39,32.62,32.62
Pingre G,13530,-57.93,-69.05,290.95
Neander J,13520,-34.04,43.46,43.46
Hommel N,13510,-59.43,28.86,28.86
Geminus H,13500,31.57,48.82,48.82
Hevelius B,13500,1.36,-68.98,291.02
La Caille C,13500,-21.25,1.34,1.34
Bailly Z,13490,-60.22,-65.86,294.14
Rheita F,13490,-35.38,48.41,48.41
Colombo B,13480,-16.41,45.16,45.16
Elvey G,13480,7.75,-98.02,261.98
Piccolomini Q,13480,-30.88,36.38,36.38
Cysatus A,13470,-64.32,-0.85,359.15
Eudoxus A,13470,45.83,20.09,20.09
Faraday D,13470,-43.78,9.61,9.61
Hansen A,13470,13.36,74.67,74.67
Lyot P,13470,-47.7,85.81,85.81
Reichenbach F,13470,-31.41,48.27,48.27
Scheiner G,13470,-62.59,-28.39,331.61
von Baeyer,13460,-81.8,61.87,61.87
Fontana C,13450,-12.86,-57.19,302.81
Heaviside F,13450,-10.79,172.61,172.61
Knox-Shaw,13440,5.36,80.19,80.19
Malyy L,13440,20.01,106.39,106.39
Asclepi A,13430,-53.1,23.01,23.01
Messala K,13430,40.98,58.51,58.51
Andersson,13420,-49.95,-95.46,264.54
Longomontanus G,13420,-48.69,-18.51,341.49
Prager E,13420,-3.26,133.31,133.31
Andel A,13400,-10.81,11.24,11.24
Bohnenberger D,13400,-18.39,42.63,42.63
Fredholm,13390,18.37,46.55,46.55
Backlund E,13380,-15.8,105.57,105.57
Hommel E,13380,-59.1,31.04,31.04
Hommel V,13380,-53.75,33.65,33.65
Pingre Y,13380,-58.42,-78.13,281.87
Einthoven R,13370,-6.05,107.43,107.43
Riccius G,13370,-38.56,24.44,24.44
Sharonov F,13370,12.26,175.92,175.92
Struve B,13370,18.98,-77.14,282.86
Doppelmayer G,13360,-28.93,-45.02,314.98
Maginus A,13360,-48.87,-4.42,355.58
Pons B,13360,-28.75,20.72,20.72
Watt G,13360,-50.95,58.83,58.83
Agatharchides K,13350,-21.08,-27.53,332.47
Bayer L,13350,-47.52,-33.69,326.31
Hinshelwood,13350,89.41,-51.89,308.11
Boussingault P,13340,-67.29,45.59,45.59
Lindbergh,13340,-5.41,52.9,52.9
Rutherfurd C,13340,-62.54,-10.9,349.1
Schickard C,13340,-45.86,-56,304
Mersenius B,13330,-21.07,-51.68,308.32
Reichenbach N,13330,-30.57,43.91,43.91
Eotvos T,13300,-35.64,131.36,131.36
Mee A,13300,-44.49,-29.27,330.73
Messala J,13300,41.12,61.2,61.2
Rabbi Levi P,13290,-34.51,25.61,25.61
Fraunhofer S,13280,-43.11,69.83,69.83
Hainzel J,13280,-37.79,-37.88,322.12
Safarik S,13270,9.89,174.23,174.23
Werner B,13270,-26.21,0.68,0.68
Abulfeda A,13260,-16.43,10.75,10.75
De La Rue S,13260,62.94,62.48,62.48
Barbier K,13250,-26.29,159.2,159.2
Agrippa G,13240,3.91,6.16,6.16
Hercules F,13240,50.31,41.75,41.75
Fraunhofer Y,13230,-40.13,62.81,62.81
Grimaldi E,13230,-3.67,-64.54,295.46
Plutarch C,13230,23.17,70.96,70.96
Sacrobosco B,13220,-24.04,16.89,16.89
Baco C,13210,-50.92,14.71,14.71
Davy A,13210,-12.23,-7.75,352.25
Oken E,13210,-46.22,79.25,79.25
Spurr,13210,27.91,-1.27,358.73
Hanno W,13200,-54.67,60.13,60.13
Neander H,13190,-33.08,42.47,42.47
Noggerath C,13190,-45.83,-43.2,316.8
Rothmann L,13190,-29.22,28.67,28.67
Wilson F,13190,-70.46,-39.59,320.41
Cardanus B,13180,11.45,-73.96,286.04
Jackson Q,13170,20.83,-165.15,194.85
Lacroix A,13170,-35.11,-55.34,304.66
Lyman P,13170,-67.07,158.55,158.55
Stevinus J,13170,-36.08,52.36,52.36
Clavius P,13160,-56.93,-7.5,352.5
Fontenelle B,13160,61.91,-22.99,337.01
Sirsalis F,13160,-13.56,-60.15,299.85
Hainzel K,13150,-37.55,-32.31,327.69
Fourier K,13140,-30.04,-54.35,305.65
Hevelius J,13130,0.8,-69.9,290.1
Polybius N,13130,-23.44,26.77,26.77
Schluter S,13130,-7.9,-90.04,269.96
Cichus J,13120,-32.05,-21.37,338.63
Apianus A,13110,-25.7,6.52,6.52
Fontana E,13110,-17.61,-57.98,302.02
Petermann C,13110,71.51,57.34,57.34
Pythagoras N,13110,66.59,-78.58,281.42
Apianus R,13100,-25.79,8.89,8.89
De Vico R,13100,-19.44,-62.03,297.97
Eichstadt C,13100,-21.72,-76.86,283.14
Fesenkov F,13100,-23.27,137.36,137.36
Street C,13100,-48.42,-15.44,344.56
Thales A,13100,58.56,40.89,40.89
Neander K,13090,-35.05,39.75,39.75
Lyot E,13080,-52.07,83.91,83.91
Abulfeda N,13070,-15.14,12.2,12.2
Chladni,13070,3.99,1.12,1.12
Pitatus S,13070,-27.35,-14.1,345.9
Acosta,13060,-5.65,60.14,60.14
Santbech M,13060,-20.47,39.36,39.36
Heaviside Z,13050,-8.62,166.72,166.72
Whewell,13050,4.16,13.73,13.73
Agatharchides J,13040,-21.62,-32.61,327.39
Izsak T,13040,-23.36,115.24,115.24
Reichenbach J,13040,-30.64,49.25,49.25
Barocius L,13030,-42.5,18.81,18.81
Coriolis H,13030,-0.59,174.06,174.06
Mallet L,13030,-47.83,55.48,55.48
Tolansky,13030,-9.52,-15.98,344.02
Clairaut J,13020,-45.81,12.76,12.76
Biot,13010,-22.7,51.08,51.08
Kugler R,13010,-55.16,98.92,98.92
Watt N,13010,-53.73,58.92,58.92
Lexell E,13000,-37.23,-0.42,359.58
Tisserand K,13000,19.74,50.33,50.33
Drebbel J,12990,-40.62,-52.42,307.58
Glaisher V,12990,11,50,50
Poisson K,12990,-32.73,9.55,9.55
Capuanus A,12980,-34.69,-25.7,334.3
Reaumur R,12980,-3.51,2.1,2.1
Schaeberle S,12980,-26.59,114.75,114.75
Catharina A,12970,-20.21,22.27,22.27
Fontenelle C,12960,64.52,-27.32,332.68
Lagrange Z,12960,-32.55,-64.7,295.3
Piazzi A,12960,-39.49,-66.78,293.22
Piazzi Smyth,12960,41.91,-3.24,356.76
Boss M,12950,51.9,83.87,83.87
Cruger B,12950,-17.2,-71.78,288.22
Firmicus C,12950,7.71,66.46,66.46
Grignard,12950,84.54,-75.83,284.17
Jacobi B,12950,-54.55,13.94,13.94
Schluter X,12950,1.17,-88.3,271.7
Aitken A,12940,-13.87,173.46,173.46
Desargues L,12940,69.49,-82.23,277.77
Santbech E,12940,-22.42,44.84,44.84
Bailly H,12930,-63.57,-62.59,297.41
Gemma Frisius J,12910,-35.11,18.06,18.06
Plutarch F,12910,23.51,73.53,73.53
Lacroix H,12890,-38.66,-57.84,302.16
Riccius N,12890,-41.21,27.57,27.57
Vitello K,12890,-31.8,-37.63,322.37
Hanno G,12880,-58,70.77,70.77
Langrenus Q,12880,-11.99,60.69,60.69
Mee P,12880,-45.97,-30.05,329.95
Neper Q,12880,8.09,83.14,83.14
Lauritsen Y,12870,-27.54,96.42,96.42
Rothmann D,12870,-28.97,22.78,22.78
Schorr C,12870,-13.43,88.2,88.2
Tycho E,12870,-42.34,-13.66,346.34
Vesalius G,12870,-3.96,117.61,117.61
Spencer Jones J,12860,9.64,168.27,168.27
Street B,12860,-47.05,-12.15,347.85
Viviani P,12860,4.14,116.48,116.48
Mee C,12850,-45.28,-28.72,331.28
Henry M,12840,-25.77,-57.53,302.47
Dugan J,12830,61.44,107.87,107.87
Lacroix N,12830,-37.25,-57.98,302.02
Pitatus W,12830,-27.98,-11.17,348.83
Arnold H,12820,72.59,44.98,44.98
Bouvard E,12820,-41.86,-77.56,282.44
Pontanus E,12820,-25.24,13.26,13.26
Darney C,12810,-14.14,-26.04,333.96
Glazenap E,12810,-1.7,139.23,139.23
Hagecius H,12800,-60.48,50.86,50.86
Danjon M,12790,-13.91,124.09,124.09
Clavius N,12780,-57.57,-16.5,343.5
Lampland Q,12760,-32.61,130.07,130.07
Mee Z,12760,-44.7,-42.6,317.4
Rocca J,12760,-14.97,-74.03,285.97
Tamm X,12750,-2.66,145.59,145.59
Schiller F,12740,-50.66,-42.99,317.01
Gartner A,12730,60.71,37.72,37.72
Pingre Z,12730,-55.06,-82.81,277.19
Poisson E,12730,-34.2,8.57,8.57
Stratton U,12730,-5.19,162.49,162.49
Tannerus J,12720,-57.35,24.71,24.71
Galvani B,12710,49.45,-88.82,271.18
O'Day M,12710,-31.58,157.12,157.12
Reichenbach P,12710,-32.08,49.9,49.9
Santbech Q,12710,-23.22,38.96,38.96
Chaplygin Q,12690,-7.64,147.91,147.91
Ritter C,12680,2.75,18.86,18.86
Walther C,12680,-31.2,-0.85,359.15
Albategnius E,12670,-12.95,6.38,6.38
Cleostratus H,12670,61.28,-81.97,278.03
Clairaut D,12660,-47.43,14.19,14.19
Cuvier Q,12660,-51.64,10.53,10.53
Kearons U,12660,-10.62,-116.22,243.78
Khvol'son C,12660,-13.82,112.21,112.21
Repsold T,12660,47.64,-79.95,280.05
Borda L,12650,-27.06,47.63,47.63
Dellinger U,12650,-6.45,136.99,136.99
Hipparchus L,12650,-6.87,9,9
Langrenus L,12640,-12.67,61.92,61.92
Stratton Q,12640,-6.21,163.91,163.91
Dove A,12630,-46.98,33.46,33.46
Fracastorius Y,12630,-23.01,31.93,31.93
Kircher F,12630,-66.11,-39.32,320.68
Repsold H,12620,51.69,-81.48,278.52
Cuvier L,12610,-48.92,9.76,9.76
Riccius J,12610,-40.76,26,26
Titius R,12610,-27.19,100.14,100.14
Dubyago E,12600,1.47,68.97,68.97
Geber A,12600,-21.84,14.7,14.7
Kopff D,12600,-19.88,-89.9,270.1
De Vico C,12590,-20.62,-62.37,297.63
Fraunhofer N,12590,-40.91,64.07,64.07
Cleomedes A,12570,28.88,55.06,55.06
Condorcet L,12570,10.15,73.67,73.67
Krasnov B,12570,-29.48,-80.36,279.64
Morozov E,12570,5.56,130.47,130.47
Fracastorius E,12560,-20.24,31.02,31.02
Lacroix M,12560,-35.9,-57.06,302.94
Lampland A,12560,-30.49,131.8,131.8
Santbech F,12560,-25.61,41.94,41.94
Silberschlag,12560,6.21,12.53,12.53
Peek,12550,2.76,86.96,86.96
Sacrobosco C,12550,-23,15.82,15.82
Langrenus N,12540,-8.98,65.74,65.74
Schickard J,12540,-45.01,-62.44,297.56
Jenner X,12530,-37.32,93.83,93.83
De Vico D,12520,-21.12,-62.05,297.95
De Vico F,12520,-19.06,-62.73,297.27
Fraunhofer R,12520,-43.51,68.63,68.63
Ganskiy M,12520,-12.02,97.09,97.09
Laveran,12520,-81.8,-159.78,200.22
Mouchez C,12520,77.42,-26.12,333.88
Neander O,12520,-35.66,38.97,38.97
Cruger D,12510,-15.33,-64.65,295.35
Fox A,12510,1.51,98.3,98.3
Bancroft,12500,28.07,-6.43,353.57
Nearch K,12500,-58.03,35.26,35.26
Delambre J,12490,-0.34,16.75,16.75
Legendre J,12490,-30.63,74.1,74.1
Repsold R,12490,49.86,-72.4,287.6
Leakey,12480,-3.19,37.46,37.46
Segner G,12480,-56.39,-55.57,304.43
Wargentin C,12480,-47.42,-61.34,298.66
Cepheus A,12470,41.04,46.51,46.51
G. Bond K,12470,32.14,38.33,38.33
Philolaus U,12460,75.14,-33.21,326.79
Heinsius M,12450,-40.98,-15.4,344.6
Krafft C,12450,16.37,-72.49,287.51
Lavoisier Z,12450,36.12,-86.29,273.71
Plato B,12450,53.1,-17.3,342.7
Vega A,12450,-47.25,65.15,65.15
Maskelyne R,12430,3,31.33,31.33
Pitatus N,12430,-31.2,-10.89,349.11
Clairaut K,12420,-49.78,13.91,13.91
Hagen V,12420,-47.53,132.99,132.99
Il'in,12420,-17.8,-97.68,262.32
King J,12420,3.26,121.77,121.77
Lamech,12410,42.79,13.15,13.15
Fermat D,12400,-20.22,17.98,17.98
Celsius A,12390,-32.97,20.49,20.49
Kasper,12390,8.3,122.12,122.12
Nicolai B,12390,-43.21,25.26,25.26
Clavius J,12380,-58.17,-18.17,341.83
Le Gentil D,12380,-74.6,-64.1,295.9
Rhaeticus N,12380,1.19,4.21,4.21
Asada,12370,7.25,49.9,49.9
Cleomedes T,12370,25.74,57.61,57.61
Ritchey E,12370,-10.72,8.31,8.31
Scheiner P,12370,-62.56,-31.16,328.84
Lame T,12360,-12.48,66.55,66.55
Reimarus C,12360,-50.19,59.51,59.51
Talbot,12360,-2.47,85.3,85.3
Pontanus X,12350,-28.46,15.69,15.69
Bel'kovich B,12340,58.89,85.71,85.71
Borda K,12330,-27.54,47.14,47.14
Brown C,12330,-47.58,-17,343
Bessarion A,12320,17.07,-39.83,320.17
Xenophanes D,12320,58.62,-77.63,282.37
Wildt,12310,9.02,75.83,75.83
Gauricus D,12300,-35.14,-11.46,348.54
Piccolomini L,12300,-26.14,33.75,33.75
Vil'ev B,12300,-4.62,144.83,144.83
Manzinus K,12290,-63.35,20.28,20.28
Purkyne D,12290,-0.97,96.04,96.04
Rabbi Levi U,12290,-35.62,21.76,21.76
Tiselius L,12290,4.57,177.46,177.46
Hedin H,12280,3.06,-72.33,287.67
Love T,12280,-6.11,126.31,126.31
Proclus E,12280,16.58,40.9,40.9
Egede A,12270,51.57,10.5,10.5
Gauricus F,12270,-33.11,-12.71,347.29
Hayn H,12260,63.37,68.61,68.61
Kapteyn D,12260,-14.61,70.57,70.57
McClure P,12260,-14.77,53.37,53.37
Gerard H,12250,44.5,-86.81,273.19
Herschel G,12250,-6.5,-2.41,357.59
Lalande A,12250,-6.64,-9.81,350.19
Markov E,12250,50.66,-60.28,299.72
Krasnov D,12240,-33.96,-80.24,279.76
Krafft D,12230,15.11,-73.38,286.62
De Vico E,12220,-21.16,-61.5,298.5
Goddard B,12220,16.13,86.94,86.94
Theophilus F,12220,-8.02,25.98,25.98
Al-Bakri,12210,14.34,20.25,20.25
Helmholtz R,12210,-63.78,55.27,55.27
Nicolai E,12210,-40.68,25.26,25.26
Pentland F,12210,-62.15,11.31,11.31
Vieta C,12200,-28.68,-58.56,301.44
Airy A,12190,-17.05,7.64,7.64
Eimmart B,12190,21.37,66.77,66.77
Lame E,12190,-13.98,66.72,66.72
Mosting A,12190,-3.21,-5.19,354.81
Necho M,12190,-6.23,123.27,123.27
Scheiner T,12190,-60.96,-34.95,325.05
Schickard G,12190,-43.04,-58.98,301.02
Alpetragius G,12180,-18.17,-6.56,353.44
Behaim C,12180,-16.71,77.48,77.48
Papaleksi Q,12180,9.58,162.51,162.51
Sacrobosco E,12180,-26.11,17.69,17.69
Petermann Y,12170,75.71,85.69,85.69
Tacitus B,12170,-14.05,20.45,20.45
Bode A,12150,9,-1.18,358.82
Schrodinger W,12150,-68.18,116.01,116.01
Slocum,12150,-3.15,89.07,89.07
Zach C,12150,-58.68,1.17,1.17
Zelinskiy Y,12150,-28.37,166.7,166.7
Scheiner C,12140,-60.13,-30.93,329.07
T. Mayer B,12140,15.35,-30.91,329.09
Gauss H,12130,33.15,76.87,76.87
Hainzel T,12130,-40.2,-37.32,322.68
Kircher B,12130,-65.08,-43.26,316.74
Mohorovicic F,12130,-18.7,-163.29,196.71
Soddy G,12130,0.02,123.81,123.81
Cruger C,12120,-16.85,-62.03,297.97
Pitatus C,12120,-28.5,-12.5,347.5
Pons A,12120,-27.35,20.05,20.05
Pontanus B,12120,-30.85,15.8,15.8
Hainzel O,12110,-38.65,-38.65,321.35
Tsiolkovskiy X,12110,-14.72,126.47,126.47
Longomontanus S,12100,-47.34,-23.36,336.64
Schluter V,12100,-4.41,-86.97,273.03
Street E,12100,-47.48,-11.89,348.11
Taylor E,12100,-6.06,17.11,17.11
Polybius K,12090,-24.38,24.35,24.35
Krafft K,12080,16.5,-74.68,285.32
Lehmann D,12080,-39.54,-57.49,302.51
Palisa T,12080,-8.26,-8.22,351.78
Romer D,12080,24.51,35.81,35.81
Sacrobosco H,12080,-23.72,18.68,18.68
Torricelli M,12080,-3.62,31.27,31.27
Kaiser C,12070,-36.6,9.63,9.63
Love U,12070,-5.53,128.02,128.02
Tsiolkovskiy W,12070,-16.04,126.87,126.87
Chevallier B,12050,45.15,51.96,51.96
Chretien A,12050,-43.39,163.14,163.14
Nasmyth F,12050,-50.03,-53.7,306.3
Scheiner A,12050,-60.49,-28.28,331.72
Chauvenet D,12040,-10.74,139.95,139.95
Dechen,12040,46.12,-68.18,291.82
Phocylides KA,12040,-52.12,-49.13,310.87
Polybius B,12040,-25.56,25.51,25.51
Lilius J,12030,-56.4,1.71,1.71
Bullialdus K,12010,-21.78,-25.69,334.31
Cusanus F,12010,70.59,73.65,73.65
Macrobius K,12010,21.46,40.23,40.23
Alfraganus H,12000,-4.36,19.16,19.16
J. Herschel C,12000,62.39,-40.15,319.85
Lagrange T,11990,-32.97,-62.71,297.29
Zagut L,11990,-30.3,22.02,22.02
Bouvard F,11980,-42.44,-76.55,283.45
Ibn Bajja,11980,-86.3,-75.04,284.96
Reichenbach M,11980,-33.03,46.54,46.54
Maurolycus B,11970,-40.34,11.74,11.74
Plutarch H,11970,24.36,72.72,72.72
Borda E,11950,-24.01,45.48,45.48
Lane B,11950,-7.7,133.15,133.15
Pythagoras K,11950,67.35,-75.84,284.16
Fauth,11940,6.23,-20.14,339.86
Lohrmann A,11940,-0.75,-62.78,297.22
Rabbi Levi L,11940,-34.73,22.99,22.99
Zeno W,11940,43.39,67.85,67.85
Mee S,11930,-43.27,-41.08,318.92
Phillips F,11930,-25.09,68.83,68.83
Boussingault R,11920,-64.4,48.66,48.66
Neander R,11920,-33.32,38.54,38.54
Rabbi Levi R,11920,-34.2,27.89,27.89
Bernoulli D,11910,35.79,66.5,66.5
Faraday H,11910,-45.12,10.24,10.24
Franck,11910,22.59,35.56,35.56
Maury P,11910,40.01,37.98,37.98
Regiomontanus U,11910,-27.93,-3.53,356.47
Horrebow B,11900,58.73,-42.94,317.06
Korolev G,11890,-5.67,-153.46,206.54
Lockyer J,11890,-45.06,32.22,32.22
Rosenberger H,11890,-54.98,46.47,46.47
Kastner E,11880,-8.06,77.62,77.62
de Gasparis B,11870,-27.05,-52.65,307.35
Lindenau H,11870,-31.37,26.28,26.28
Bohnenberger E,11860,-17.41,42.07,42.07
Sirsalis J,11860,-13.42,-59.69,300.31
Snellius E,11860,-28.05,51.5,51.5
Mee F,11850,-43.37,-36.83,323.17
Jansky H,11840,7.71,91.41,91.41
Tycho X,11840,-43.84,-15.25,344.75
Helmholtz B,11830,-67.88,68.66,68.66
Thomson V,11830,-30.7,162.41,162.41
Cleomedes F,11820,22.57,56.99,56.99
Joliot P,11820,22.34,91.99,91.99
Balandin,11810,-18.94,152.58,152.58
Capella M,11800,-4.47,36.95,36.95
Cauchy,11800,9.56,38.63,38.63
Euclides,11800,-7.4,-29.56,330.44
Grimaldi G,11800,-7.33,-65.01,294.99
Neander S,11800,-32.01,42.13,42.13
Cavalerius M,11790,10.35,-71.63,288.37
Eimmart D,11780,22.98,69.09,69.09
Furnerius Y,11780,-34.2,65.01,65.01
Ganskiy K,11780,-12.57,98.4,98.4
Janssen L,11780,-46.09,43.58,43.58
Albategnius H,11770,-9.66,5.16,5.16
Bohnenberger G,11770,-17.23,40.13,40.13
Capella A,11760,-7.68,37.18,37.18
Mercurius B,11760,47.43,69.82,69.82
Young A,11760,-41.15,51.18,51.18
Cyrillus C,11750,-12.36,21.5,21.5
Licetus B,11750,-46.5,4.83,4.83
Proclus D,11740,17.43,41.02,41.02
Walther E,11740,-33.35,-1.27,358.73
Curtius A,11730,-68.5,2.52,2.52
Democritus B,11720,60.08,28.63,28.63
Inghirami S,11710,-49.26,-68.63,291.37
Kirch,11710,39.27,-5.62,354.38
Plutarch M,11710,23.77,77.67,77.67
Apollonius J,11700,4.63,57.48,57.48
Mutus O,11700,-57.85,23.86,23.86
Wurzelbauer S,11700,-37.52,-19.32,340.68
Bouvard S,11690,-35.58,-80.64,279.36
Lagrange D,11690,-34.94,-72.54,287.46
Pentland K,11680,-66.92,17.83,17.83
Dubyago J,11670,2.92,69.52,69.52
Gambart C,11670,3.32,-11.82,348.18
Hayn S,11670,68.05,66.14,66.14
Proctor D,11670,-46.1,-6.06,353.94
Sinas,11670,8.85,31.6,31.6
Auzout D,11660,9.35,62.43,62.43
Brown B,11660,-44.73,-16.17,343.83
Maginus B,11660,-52.42,-6.29,353.71
Watt R,11660,-51.06,47.42,47.42
Hartmann K,11650,1.41,136.11,136.11
Pitatus Q,11650,-30.44,-10.86,349.14
Pico B,11630,46.52,-15.38,344.62
Porter C,11630,-54.85,-10.46,349.54
Vitello H,11630,-32.8,-43.13,316.87
Doppelmayer B,11620,-30.5,-45.55,314.45
Chaucer P,11600,1.37,-141.91,218.09
Fracastorius J,11600,-20.85,37.38,37.38
Mutus N,11600,-62.44,27.63,27.63
Romer Z,11600,24.13,37.05,37.05
Mason C,11590,42.9,33.87,33.87
Wilhelm P,11590,-40.91,-20.52,339.48
Lampland B,11580,-29.65,132.12,132.12
Pitiscus F,11580,-46.99,29.42,29.42
Shuckburgh C,11580,43.54,52.72,52.72
Holden V,11570,-18.57,62.07,62.07
Lagalla N,11560,-44.98,-26.11,333.89
Main N,11560,82.36,22.13,22.13
Mercurius L,11560,45.9,64.24,64.24
Chauvenet P,11550,-14.49,136.22,136.22
Donati B,11550,-20.44,5.68,5.68
Walther X,11550,-32.16,-1.96,358.04
Sacrobosco T,11540,-24.94,16.83,16.83
Wohler C,11540,-36.76,30.58,30.58
Holden W,11530,-18.91,60.02,60.02
Apianus T,11520,-27.73,9.45,9.45
Wargentin L,11520,-48.12,-58.36,301.64
Vega G,11520,-44.43,62.46,62.46
Cichus C,11510,-33.57,-21.86,338.14
Ibn Battuta,11510,-6.95,50.44,50.44
Parkhurst K,11510,-36.19,105.04,105.04
Censorinus Z,11490,-3.68,36.8,36.8
Jeans B,11490,-52.25,94.85,94.85
Vlacq K,11490,-51.29,36.66,36.66
Deluc E,11480,-60.4,-4.39,355.61
Firmicus D,11480,5.9,64.34,64.34
Messala C,11480,41,65.84,65.84
Agatharchides C,11460,-22.06,-32.94,327.06
Rheita A,11460,-38.05,50.05,50.05
Thales G,11460,61.75,45.54,45.54
Capuanus L,11450,-38.34,-26.41,333.59
Rabbi Levi A,11450,-34.36,22.66,22.66
Wapowski,11450,-83.08,53.79,53.79
Kinau M,11440,-60.62,14.33,14.33
Rabbi Levi G,11440,-36.96,21.94,21.94
Zeno G,11440,43.93,73.04,73.04
Eddington P,11430,21.03,-71.11,288.89
Macrobius F,11430,22.47,48.53,48.53
Ramsden H,11430,-35.71,-32.47,327.53
Piccolomini P,11420,-30.51,35.9,35.9
Porter B,11420,-54.47,-8.64,351.36
Wurzelbauer N,11420,-32.58,-14.92,345.08
Burg A,11410,46.87,33.06,33.06
Malapert F,11410,-81.53,14.73,14.73
Zagut O,11410,-33.08,16.65,16.65
Donner Z,11400,-29.76,98.09,98.09
Zagut A,11400,-32.05,21.64,21.64
Flamsteed A,11390,-7.88,-43,317
Lebesgue,11390,-5.14,88.97,88.97
Scheiner J,11390,-59.76,-28.83,331.17
Ball F,11380,-36.95,-8.49,351.51
Flammarion U,11380,-3,-1.41,358.59
Manzinus J,11380,-66.4,23.41,23.41
Baillaud C,11360,74.9,50.91,50.91
Godin B,11350,0.73,9.79,9.79
Lagrange S,11350,-33.83,-74.24,285.76
De Vico AA,11340,-18.84,-63.23,296.77
Galle C,11340,57.8,24.51,24.51
Sasserides M,11340,-37.98,-7.06,352.94
Pasteur M,11330,-12.43,105.08,105.08
Wright A,11330,-32.82,-87.31,272.69
Miller B,11320,-37.67,0.92,0.92
Rabbi Levi M,11320,-35.32,23.17,23.17
Berosus A,11310,33.14,68.08,68.08
Lamb E,11310,-41.55,107.05,107.05
Behaim T,11300,-15.9,81.41,81.41
Hedin K,11300,2.91,-73.16,286.84
Sosigenes A,11290,7.76,18.47,18.47
Braude,11280,-81.82,158.88,158.88
Walther S,11280,-36.47,0.62,0.62
Alpetragius N,11270,-16.74,-3.88,356.12
Epigenes B,11270,68.45,-3.36,356.64
Grimaldi T,11270,-7.72,-71.01,288.99
Censorinus E,11260,-3.58,34.84,34.84
Pythagoras L,11250,67.3,-78.03,281.97
Arminski D,11240,-16.04,154.97,154.97
Fontana D,11240,-17,-57.49,302.51
Pons F,11240,-23.77,21.15,21.15
Stevinus G,11240,-33.77,50.37,50.37
C. Mayer E,11230,61.18,16.04,16.04
Zeno P,11230,43.43,66.14,66.14
Turner,11220,-1.4,-13.24,346.76
Kopff E,11210,-15.97,-89.91,270.09
Lade M,11210,-1.1,9.38,9.38
Polybius T,11210,-26.14,25.44,25.44
Walther A,11210,-32.43,0.75,0.75
Hanno Z,11200,-55.18,64.97,64.97
La Caille N,11200,-21.96,1.27,1.27
Andel W,11190,-12.36,12.26,12.26
Segner E,11190,-57.48,-57,303
Zahringer,11190,5.51,40.21,40.21
Kinau Q,11180,-62.54,21.02,21.02
Boethius,11170,5.57,72.33,72.33
Capella C,11170,-5.76,36.39,36.39
Galilaei A,11170,11.69,-63.05,296.95
Kircher C,11170,-66.87,-37.67,322.33
Maclaurin D,11170,-7.07,69.88,69.88
Reimarus H,11170,-49.26,62.23,62.23
Desargues D,11160,69.37,-70.09,289.91
Eichstadt G,11160,-22.41,-80.85,279.15
Hilbert S,11160,-18.31,106.09,106.09
Hecataeus A,11150,-22.11,81.78,81.78
Rothmann H,11150,-29.16,25.4,25.4
Tralles B,11150,27.26,50.66,50.66
Burckhardt B,11140,29.93,60.2,60.2
Campanus A,11140,-25.99,-28.67,331.33
Fontana A,11140,-15.71,-56.17,303.83
La Caille D,11140,-23.64,2.19,2.19
Piccolomini B,11140,-25.89,30.52,30.52
Rosenberger E,11140,-59.43,43.15,43.15
Schmidt,11130,0.96,18.78,18.78
Adams C,11120,-32.35,65.54,65.54
Reichenbach X,11120,-30.94,43.91,43.91
Marius B,11110,16.33,-47.35,312.65
